2026-03-11 15:42:16 | ai_engine | INFO | AI Engine ready (using Groq)
2026-03-11 17:16:13 | scraper | INFO |    Got 15 articles from Times of India
2026-03-11 17:16:13 | scraper | INFO |    Removed 6 duplicate articles
2026-03-11 17:16:13 | scraper | INFO | Total unique articles: 129
2026-03-11 17:16:13 | scraper | INFO | Saved to: C:\Users\giri8\Projects\govt-exam-bot\data\raw_news\raw_news_2026-03-11.json
2026-03-11 17:18:52 | ai_engine | INFO | AI Engine ready (using Groq)
2026-03-11 17:19:28 | ai_engine | INFO | AI Engine ready (using Groq)
2026-03-11 17:19:56 | ai_engine | INFO | AI Engine ready (using Groq)
2026-03-11 17:20:22 | ai_engine | INFO | AI Engine ready (using Groq)
2026-03-11 17:21:12 | ai_engine | INFO | AI Engine ready (using Groq)
2026-03-11 17:21:24 | ai_engine | INFO | AI Engine ready (using Groq)
2026-03-11 17:21:25 | main | INFO | =======================================================
2026-03-11 17:21:25 | main | INFO | MORNING NEWS PIPELINE STARTED — 2026-03-11 17:21:25.649204
2026-03-11 17:21:25 | main | INFO | =======================================================
2026-03-11 17:21:25 | main | INFO | STEP 1: Scraping news...
2026-03-11 17:21:25 | scraper | INFO | Starting news collection from 11 sources...
2026-03-11 17:21:25 | scraper | INFO | Reading: The Hindu - National
2026-03-11 17:22:00 | scraper | INFO |    Got 15 articles from The Hindu - National
2026-03-11 17:22:00 | scraper | INFO | Reading: The Hindu - International
2026-03-11 17:22:25 | scraper | INFO |    Got 15 articles from The Hindu - International
2026-03-11 17:22:25 | scraper | INFO | Reading: The Hindu - Economy
2026-03-11 17:22:49 | scraper | INFO |    Got 15 articles from The Hindu - Economy
2026-03-11 17:22:49 | scraper | INFO | Reading: The Hindu - Science
2026-03-11 17:23:10 | scraper | INFO |    Got 15 articles from The Hindu - Science
2026-03-11 17:23:10 | scraper | INFO | Reading: The Hindu - Environment
2026-03-11 17:23:28 | scraper | INFO |    Got 15 articles from The Hindu - Environment
2026-03-11 17:23:28 | scraper | INFO | Reading: Indian Express - India
2026-03-11 17:23:54 | scraper | INFO |    Got 15 articles from Indian Express - India
2026-03-11 17:23:54 | scraper | INFO | Reading: Indian Express - Economy
2026-03-11 17:24:19 | scraper | INFO |    Got 15 articles from Indian Express - Economy
2026-03-11 17:24:19 | scraper | INFO | Reading: PIB India
2026-03-11 17:24:20 | scraper | WARNING |    No articles found in PIB India
2026-03-11 17:24:20 | scraper | INFO | Reading: Down To Earth
2026-03-11 17:24:21 | scraper | WARNING |    No articles found in Down To Earth
2026-03-11 17:24:21 | scraper | INFO | Reading: Livemint Economy
2026-03-11 17:24:43 | scraper | INFO |    Got 15 articles from Livemint Economy
2026-03-11 17:24:43 | scraper | INFO | Reading: Times of India
2026-03-11 17:25:07 | scraper | INFO |    Got 15 articles from Times of India
2026-03-11 17:25:07 | scraper | INFO |    Removed 6 duplicate articles
2026-03-11 17:25:07 | scraper | INFO | Total unique articles: 129
2026-03-11 17:25:07 | scraper | INFO | Saved to: C:\Users\giri8\Projects\govt-exam-bot\data\raw_news\raw_news_2026-03-11.json
2026-03-11 17:25:07 | excel | INFO | 💾 Saving 129 scraped articles to Excel...
2026-03-11 17:25:07 | excel | INFO |    Saved to: C:\Users\giri8\Projects\govt-exam-bot\data\excel_reports\daily_report_2026-03-11.xlsx
2026-03-11 17:25:07 | main | INFO | STEP 2: AI Filtering...
2026-03-11 17:25:07 | filter | INFO | Filtering 129 articles...
2026-03-11 17:25:07 | filter | INFO | [1/129] Over 93,000 posts vacant in CAPFs: govt. tells Rajya Sabha...
2026-03-11 17:25:08 | filter | INFO |    YES [9. Defense & Security] Importance: 7/10
2026-03-11 17:25:08 | filter | INFO | [2/129] UP Police recover over 500 stolen LPG cylinders in Jhansi, a...
2026-03-11 17:25:08 | filter | DEBUG |    Skipped: Contains 'ipl'
2026-03-11 17:25:08 | filter | INFO | [3/129] Uttam Nagar Holi clash: Delhi HC stays MCD demolition for a ...
2026-03-11 17:25:09 | filter | INFO |    YES [Polity & Governance] Importance: 7/10
2026-03-11 17:25:09 | filter | INFO | [4/129] Census 2027 to also include transgender-headed households, R...
2026-03-11 17:25:10 | filter | INFO |    YES [Government Schemes] Importance: 7/10
2026-03-11 17:25:10 | filter | INFO | [5/129] Kerosene bombs hurled at MP Karti Chidambaram’s office in Ka...
2026-03-11 17:25:10 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:25:10 | filter | INFO | [6/129] RERA tribunal upholds description of BDA as a ‘promoter’, cr...
2026-03-11 17:25:11 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:25:11 | filter | INFO | [7/129] PM hails Dheevara Sabha’s 50-year journey, promises prosperi...
2026-03-11 17:25:12 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:25:12 | filter | INFO | [8/129] Coimbatore’s e-learning initiative on marine life...
2026-03-11 17:25:12 | filter | DEBUG |    Skipped: Contains 'ipl'
2026-03-11 17:25:12 | filter | INFO | [9/129] PIL in Madras High Court seeks SOP to ensure Chennai civic b...
2026-03-11 17:25:13 | filter | INFO |    YES [Polity & Governance] Importance: 7/10
2026-03-11 17:25:13 | filter | INFO | [10/129] PM Modi highlights Kerala’s potential in floating solar powe...
2026-03-11 17:25:14 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:25:14 | filter | INFO | [11/129] LPG cylinder shortage forces Hyderabad hotels to scale down ...
2026-03-11 17:25:14 | filter | DEBUG |    Skipped: Contains 'ipl'
2026-03-11 17:25:14 | filter | INFO | [12/129] Periodic revision of guidance value essential for fair land ...
2026-03-11 17:25:15 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:25:15 | filter | INFO | [13/129] Artist Jitish Kallat to chair curator selection for next edi...
2026-03-11 17:25:16 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:25:16 | filter | INFO | [14/129] LPG cylinder shortage: Nearly 90% of hotels in Shivamogga to...
2026-03-11 17:25:17 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:25:28 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:25:28 | filter | INFO | [15/129] Alleging Kerala’s neglect in PM Modi’s event, LDF protests a...
2026-03-11 17:25:29 | filter | INFO |    YES [Polity & Governance] Importance: 7/10
2026-03-11 17:25:29 | filter | INFO | [16/129] Iran says it will target U.S.-Israeli economic, banking inte...
2026-03-11 17:25:29 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:25:40 | filter | INFO |    YES [International Relations] Importance: 8/10
2026-03-11 17:25:40 | filter | INFO | [17/129] West Asia crisis: Two drones fall in vicinity of Dubai airpo...
2026-03-11 17:25:41 | filter | INFO |    YES [International Relations] Importance: 8/10
2026-03-11 17:25:41 | filter | INFO | [18/129] Anna’s Archive shadow library search engine sued by U.S. pub...
2026-03-11 17:25:42 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:25:52 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:25:52 | filter | INFO | [19/129] The rebellion of Tucker Carlson...
2026-03-11 17:25:52 | filter | DEBUG |    Skipped: Contains 'ipl'
2026-03-11 17:25:52 | filter | INFO | [20/129] North Korea respects Iran's choice of new supreme leader: me...
2026-03-11 17:25:52 | filter | DEBUG |    Skipped: Contains 'ipl'
2026-03-11 17:25:52 | filter | INFO | [21/129] Watch: U.S. must pull back instead of tailing Israel | The H...
2026-03-11 17:25:53 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:25:53 | filter | INFO | [22/129] LPG crisis LIVE: Hotels face risk of closure as food sector ...
2026-03-11 17:25:54 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:26:05 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:26:05 | filter | INFO | [23/129] Iranian women’s football squad member changes mind on Austra...
2026-03-11 17:26:06 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:26:06 | filter | INFO | [24/129] Allies in India have been good actors, have temporarily allo...
2026-03-11 17:26:06 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:26:17 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:26:17 | filter | INFO | [25/129] Kim Jong Un, daughter watch North Korea's cruise missile tes...
2026-03-11 17:26:18 | filter | INFO |    YES [International Relations] Importance: 7/10
2026-03-11 17:26:18 | filter | INFO | [26/129] Iran-Israel war LIVE: Two drones come down in Dubai airport'...
2026-03-11 17:26:19 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:26:30 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:26:30 | filter | INFO | [27/129] Macron to host G7 leaders call on Iran crisis, energy prices...
2026-03-11 17:26:31 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:26:31 | filter | INFO | [28/129] At least six dead after postal bus bursts into flames in ‌Sw...
2026-03-11 17:26:31 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:26:42 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:26:42 | filter | INFO | [29/129] UAE confirms six-month strategic stockpile of essential good...
2026-03-11 17:26:43 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:26:43 | filter | INFO | [30/129] Trump announces opening of oil refinery in Texas, thanks Ind...
2026-03-11 17:26:44 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:26:55 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:26:55 | filter | INFO | [31/129] LPG crisis LIVE: Political leaders slam Centre for commercia...
2026-03-11 17:26:55 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:26:55 | filter | INFO | [32/129] Reliance Industries seeking to maximise LPG output, divert n...
2026-03-11 17:26:56 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:27:07 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:27:07 | filter | INFO | [33/129] The illusion of 41% and a quiet re-engineering of India’s fi...
2026-03-11 17:27:07 | filter | DEBUG |    Skipped: Contains 'ipl'
2026-03-11 17:27:07 | filter | INFO | [34/129] How the U.S.-Israel conflict with Iran is exposing India’s L...
2026-03-11 17:27:08 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:27:18 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:27:18 | filter | INFO | [35/129] Stablecoins increasingly favoured for money laundering, fina...
2026-03-11 17:27:19 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:27:19 | filter | INFO | [36/129] Stock markets rebound tracking drop in crude oil prices, ral...
2026-03-11 17:27:20 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:27:31 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:27:31 | filter | INFO | [37/129] Government seeks Lok Sabha nod for ₹2.81 lakh crore gross ad...
2026-03-11 17:27:32 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:27:32 | filter | INFO | [38/129] India eases rules to allow Chinese investments to enter, set...
2026-03-11 17:27:32 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:27:43 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:27:43 | filter | INFO | [39/129] Centre invokes Essential Commodities Act to prioritise natur...
2026-03-11 17:27:44 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:27:44 | filter | INFO | [40/129] Oil Ministry sets up panel as commercial LPG shortage hits h...
2026-03-11 17:27:45 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:27:56 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:27:56 | filter | INFO | [41/129] India will not raise petrol prices despite global crude head...
2026-03-11 17:27:56 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:28:07 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:28:07 | filter | INFO | [42/129] Iran conflict forces Asian central banks into sharp policy r...
2026-03-11 17:28:08 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:28:08 | filter | INFO | [43/129] U.S. urged India to buy Russian oil already at sea to ease s...
2026-03-11 17:28:09 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:28:20 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:28:20 | filter | INFO | [44/129] Can loss calibrate expectation?...
2026-03-11 17:28:21 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:28:21 | filter | INFO | [45/129] Crude oil prices surpass $114 a barrel as Iran war impedes p...
2026-03-11 17:28:21 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:28:32 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:28:32 | filter | INFO | [46/129] Why can’t anything travel faster than light and what would h...
2026-03-11 17:28:33 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:28:33 | filter | INFO | [47/129] Scientists rewire bacteria to build ‘designer’ proteins on d...
2026-03-11 17:28:33 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:28:44 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:28:44 | filter | INFO | [48/129] What is cheaper to cook with, LPG or induction?...
2026-03-11 17:28:45 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:28:45 | filter | INFO | [49/129] Faunal survey in Kerala’s Vazhachal adds 26 species to check...
2026-03-11 17:28:46 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:28:57 | filter | INFO |    YES [Environment & Ecology] Importance: 8/10
2026-03-11 17:28:57 | filter | INFO | [50/129] With lunar missions looming, scientists grow chickpeas in 'm...
2026-03-11 17:28:58 | filter | INFO |    YES [Science & Technology] Importance: 7/10
2026-03-11 17:28:58 | filter | INFO | [51/129] Asteroid YR4 will miss the moon, too, NASA says...
2026-03-11 17:28:59 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:29:10 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:29:10 | filter | INFO | [52/129] Four astronomy facilities announced in Union Budget to cost ...
2026-03-11 17:29:10 | filter | DEBUG |    Skipped: Contains 'ipl'
2026-03-11 17:29:10 | filter | INFO | [53/129] India’s Project Cheetah must stop importing big cats, say sc...
2026-03-11 17:29:11 | filter | INFO |    YES [Government Schemes] Importance: 7/10
2026-03-11 17:29:11 | filter | INFO | [54/129] HALEU-Thorium fuel unsuitable for Indian nuclear reactors: s...
2026-03-11 17:29:11 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:29:22 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:29:22 | filter | INFO | [55/129] We now know why some people had severe blood clots after COV...
2026-03-11 17:29:23 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:29:34 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:29:34 | filter | INFO | [56/129] Daily Quiz: On firebombings of World War II...
2026-03-11 17:29:35 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:29:35 | filter | INFO | [57/129] UV camera snaps treetops glowing as thunderstorm passed over...
2026-03-11 17:29:35 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:29:35 | filter | INFO | [58/129] ISRO and ESA sign agreement for Earth Observation missions...
2026-03-11 17:29:36 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:29:47 | filter | INFO |    YES [International Relations] Importance: 7/10
2026-03-11 17:29:47 | filter | INFO | [59/129] Global warming picking up pace, study says...
2026-03-11 17:29:48 | filter | INFO |    YES [Environment & Ecology] Importance: 7/10
2026-03-11 17:29:48 | filter | INFO | [60/129] Women’s Day Special | ‘The greatest freedom is intellectual ...
2026-03-11 17:29:48 | filter | DEBUG |    Skipped: Contains 'dating'
2026-03-11 17:29:48 | filter | INFO | [61/129] Why you should not fear snakes: Rom and Zai Whitaker on unde...
2026-03-11 17:29:48 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:29:59 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:29:59 | filter | INFO | [62/129] Women riders from the Northeast champion a cleaner Himalayas...
2026-03-11 17:30:00 | filter | INFO |    YES [Environment & Ecology] Importance: 7/10
2026-03-11 17:30:00 | filter | INFO | [63/129] Committed to protecting the Aravalli hills, says  Bhupender ...
2026-03-11 17:30:01 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:30:12 | filter | INFO |    YES [Polity & Governance] Importance: 7/10
2026-03-11 17:30:12 | filter | INFO | [64/129] Researchers publish first-of-its-kind checklist on fireflies...
2026-03-11 17:30:12 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:30:23 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:30:23 | filter | INFO | [65/129] MPs demand stricter enforcement of laws to tackle air pollut...
2026-03-11 17:30:24 | filter | INFO |    YES [Environment & Ecology] Importance: 7/10
2026-03-11 17:30:24 | filter | INFO | [66/129] Cheetahs moving from Kuno to Rajasthan show ‘natural territo...
2026-03-11 17:30:25 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:30:36 | filter | INFO |    YES [Environment & Ecology] Importance: 7/10
2026-03-11 17:30:36 | filter | INFO | [67/129] What is the state of the environment in India? | Explained...
2026-03-11 17:30:37 | ai_engine | ERROR | Could not extract JSON from: {"is_relevant": true, "category": "Environment & Ecology", "importance": 8, "key_facts": ["India is facing the highest increase in frequency and impact of extreme weather events in 2025, with 99% of d
2026-03-11 17:30:37 | filter | WARNING |    AI analysis failed
2026-03-11 17:30:37 | filter | INFO | [68/129] The dangers of AI animal “slop” videos | Explained...
2026-03-11 17:30:38 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:30:48 | filter | DEBUG |    NO (importance: 0)
2026-03-11 17:30:48 | filter | INFO | [69/129] Trapped in toxicity: Residents of Visakhapatnam’s Gajuwaka s...
2026-03-11 17:30:49 | filter | INFO |    YES [Environment & Ecology] Importance: 7/10
2026-03-11 17:30:49 | filter | INFO | [70/129] BJP MP demands action against Bengal government for Presiden...
2026-03-11 17:30:50 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:31:01 | filter | INFO |    YES [Polity & Governance] Importance: 8/10
2026-03-11 17:31:01 | filter | INFO | [71/129] India LPG Gas Shortage Live Updates: LPG shortage haunts Ind...
2026-03-11 17:31:01 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:31:01 | filter | INFO | [72/129] CBI books its own inspector for attempting Rs 2-crore extort...
2026-03-11 17:31:02 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:31:13 | filter | INFO |    YES [Polity & Governance] Importance: 8/10
2026-03-11 17:31:13 | filter | INFO | [73/129] As Panaji votes for municipal polls today, what do voters mo...
2026-03-11 17:31:14 | filter | INFO |    YES [Government Schemes] Importance: 7/10
2026-03-11 17:31:14 | filter | INFO | [74/129] Fields of opium landed Chhattisgarh BJP leader in police net...
2026-03-11 17:31:15 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:31:26 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:31:26 | filter | INFO | [75/129] Darwin Labs co-founder intercepted at Mumbai airport, arrest...
2026-03-11 17:31:26 | filter | DEBUG |    Skipped: Contains 'ipl'
2026-03-11 17:31:26 | filter | INFO | [76/129] Gold Rate Today, March 11: Check 18, 22 and 24 carat gold pr...
2026-03-11 17:31:26 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:31:26 | filter | INFO | [77/129] Tribal vs non-tribal faultlines deepen in Meghalaya, Garo Hi...
2026-03-11 17:31:27 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:31:38 | filter | INFO |    YES [Polity & Governance] Importance: 8/10
2026-03-11 17:31:38 | filter | INFO | [78/129] Air India Express flight to Thailand suffers nose wheel issu...
2026-03-11 17:31:39 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:31:39 | filter | INFO | [79/129] Protocol war in Kerala: Why CM Pinarayi Vijayan is boycottin...
2026-03-11 17:31:39 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:31:50 | filter | INFO |    YES [Polity & Governance] Importance: 8/10
2026-03-11 17:31:50 | filter | INFO | [80/129] Defence Ministry to shift soon, clearing the way for South B...
2026-03-11 17:31:51 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:32:02 | filter | INFO |    YES [Government Schemes] Importance: 7/10
2026-03-11 17:32:02 | filter | INFO | [81/129] Parliament Budget Session 2026 Live Updates: Amit Shah says ...
2026-03-11 17:32:03 | filter | INFO |    YES [Polity & Governance] Importance: 8/10
2026-03-11 17:32:03 | filter | INFO | [82/129] Benefits to boarded out officer cadets — ‘We will have to su...
2026-03-11 17:32:04 | filter | INFO |    YES [Polity & Governance] Importance: 8/10
2026-03-11 17:32:04 | filter | INFO | [83/129] ‘Pre-soak grains, cook in batches, rationalise menu’: Nation...
2026-03-11 17:32:05 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:32:16 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:32:16 | filter | INFO | [84/129] 32-fold increase in coliform bacteria: CAG flags untreated s...
2026-03-11 17:32:17 | filter | INFO |    YES [Environment & Ecology] Importance: 8/10
2026-03-11 17:32:17 | filter | INFO | [85/129] LPG price hiked to balance consumer interest, oil cos’ finan...
2026-03-11 17:32:18 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:32:29 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:32:29 | filter | INFO | [86/129] ‘Essential partner’: US gives India one-month waiver to buy ...
2026-03-11 17:32:30 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:32:41 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:32:41 | filter | INFO | [87/129] India key driver of global growth: Shaktikanta Das...
2026-03-11 17:32:42 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:32:42 | filter | INFO | [88/129] US import duties on Indian solar panels may hit domestic OEM...
2026-03-11 17:32:42 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:32:53 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:32:53 | filter | INFO | [89/129] New debt-GDP fiscal anchor will likely open space for higher...
2026-03-11 17:32:54 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:32:54 | filter | INFO | [90/129] World looking at us as $30 trillion economy, trusted partner...
2026-03-11 17:32:54 | filter | DEBUG |    Skipped: Contains 'ipl'
2026-03-11 17:32:54 | filter | INFO | [91/129] Economic Survey 2025-26: ‘Economic sobriety’ while ‘running ...
2026-03-11 17:32:54 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:33:06 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:33:06 | filter | INFO | [92/129] UPI-like AI, credit-based fellowship for kids, caution for I...
2026-03-11 17:33:06 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:33:06 | filter | INFO | [93/129] Economic Survey flags drying up of FDI/FII flow, Re stabilit...
2026-03-11 17:33:07 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:33:18 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:33:18 | filter | INFO | [94/129] After recovery optimism, early Q3 results point to headwinds...
2026-03-11 17:33:19 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:33:19 | filter | INFO | [95/129] Fitch Ratings: ‘Indian earnings likely to improve in FY27, b...
2026-03-11 17:33:19 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:33:30 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:33:30 | filter | INFO | [96/129] India seeks easier access to EU steel scrap to soften carbon...
2026-03-11 17:33:31 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:33:31 | filter | INFO | [97/129] GDP growth in FY26 expected at 7.4% despite US tariff troubl...
2026-03-11 17:33:32 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:33:42 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:33:42 | filter | INFO | [98/129] Continued focus on macro fundamentals, reforms to enable eco...
2026-03-11 17:33:43 | ai_engine | WARNING | Rate limited by Groq. Waiting 10 seconds...
2026-03-11 17:36:10 | filter | INFO |    YES [Economy] Importance: 7/10
2026-03-11 17:36:10 | filter | INFO | [99/129] Repo rate cut 25 bp to 5.25%; ‘rare Goldilocks period’, says...
2026-03-11 17:36:11 | filter | INFO |    YES [Economy] Importance: 7/10
